ligand	receptor	ligand_uniprot	receptor_uniprot database
COL21A1	ITGA1_ITGB1	Q96P44	COMPLEX:P05556_P56199	Liana_v0.1.12
COL21A1	ITGA11_ITGB1	Q96P44	COMPLEX:P05556_Q9UKX5	Liana_v0.1.12
SCGB3A1	NOTCH3	Q96QR1	Q9UM47	Liana_v0.1.12
UCN2	CRHR1	Q96RP3	P34998	Liana_v0.1.12;Cpdb_v4.1
UCN2	IL10RB	Q96RP3	Q08334	Liana_v0.1.12
UCN2	CRHR2	Q96RP3	Q13324	Liana_v0.1.12;Cpdb_v4.1
NODAL	ACVR1B_ACVR2A_CFC1	Q96S42	COMPLEX:P0CG37_P27037_P36896	Liana_v0.1.12;Cpdb_v4.1
NODAL	ACVR1C_ACVR2A_CFC1	Q96S42	COMPLEX:P0CG37_P27037_Q8NER5	Liana_v0.1.12
NODAL	ACVR1B_ACVR2B_CFC1	Q96S42	COMPLEX:P0CG37_P36896_Q13705	Liana_v0.1.12;Cpdb_v4.1
NODAL	ACVR1B_ACVR2B_TDGF1	Q96S42	COMPLEX:P13385_P36896_Q13705	Liana_v0.1.12;Cpdb_v4.1
NODAL	ACVR1B_ACVR2A	Q96S42	COMPLEX:P27037_P36896	Liana_v0.1.12
NODAL	ACVR1C_ACVR2A	Q96S42	COMPLEX:P27037_Q8NER5	Liana_v0.1.12
NODAL	ACVR1B_ACVR2B	Q96S42	COMPLEX:P36896_Q13705	Liana_v0.1.12
NODAL	ACVR1C_ACVR2B	Q96S42	COMPLEX:Q13705_Q8NER5	Liana_v0.1.12
GPHA2	TSHR	Q96T91	P16473	Liana_v0.1.12
GPHA2	ADGRV1	Q96T91	Q8WXG9	Liana_v0.1.12
GPHA2	EPHA6	Q96T91	Q9UF33	Liana_v0.1.12
HBEGF	EGFR_ERBB2	Q99075	COMPLEX:P00533_P04626	Liana_v0.1.12
HBEGF	ERBB2_ERBB4	Q99075	COMPLEX:P04626_Q15303	Liana_v0.1.12
HBEGF	CD44	Q99075	P16070	Liana_v0.1.12
HBEGF	PRLR	Q99075	P16471	Liana_v0.1.12
AMELX	CD63	Q99217	P08962	Liana_v0.1.12
AMELX	LAMP1	Q99217	P11279	Liana_v0.1.12
AMELX	LAMP2	Q99217	P13473	Liana_v0.1.12
AMELY	CD63	Q99218	P08962	Liana_v0.1.12
AMELY	LAMP1	Q99218	P11279	Liana_v0.1.12
AMELY	LAMP2	Q99218	P13473	Liana_v0.1.12
NELL2	ROBO3	Q99435	Q96MS0	Liana_v0.1.12;Cpdb_v4.1
CCL13	CCR1	Q99616	P32246	Liana_v0.1.12
CCL13	CCR2	Q99616	P41597	Liana_v0.1.12;Cpdb_v4.1
CCL13	CXCR3	Q99616	P49682	Liana_v0.1.12
CCL13	CCR3	Q99616	P51677	Liana_v0.1.12;Cpdb_v4.1
CCL13	CCR5	Q99616	P51681	Liana_v0.1.12
CCL13	CCR9	Q99616	P51686	Liana_v0.1.12
CCL13	ACKR1	Q99616	Q16570	Liana_v0.1.12
CCL13	ACKR4	Q99616	Q9NPB9	Liana_v0.1.12
COL12A1	ITGA10_ITGB1	Q99715	COMPLEX:O75578_P05556	Liana_v0.1.12
COL12A1	ITGA2_ITGB1	Q99715	COMPLEX:P05556_P17301	Liana_v0.1.12
COL12A1	ITGA1_ITGB1	Q99715	COMPLEX:P05556_P56199	Liana_v0.1.12
COL12A1	ITGA11_ITGB1	Q99715	COMPLEX:P05556_Q9UKX5	Liana_v0.1.12
CCL19	CCRL2	Q99731	O00421	Liana_v0.1.12;Cpdb_v4.1
CCL19	ADRA2A	Q99731	P08913	Liana_v0.1.12
CCL19	CCR7	Q99731	P32248	Liana_v0.1.12;Cpdb_v4.1
CCL19	CCR10	Q99731	P46092	Liana_v0.1.12
CCL19	MTNR1A	Q99731	P48039	Liana_v0.1.12
CCL19	CXCR3	Q99731	P49682	Liana_v0.1.12
CCL19	GRM7	Q99731	Q14831	Liana_v0.1.12
CCL19	ACKR4	Q99731	Q9NPB9	Liana_v0.1.12;Cpdb_v4.1
NRTN	GFRA2_RET	Q99748	COMPLEX:O00451_P07949	Liana_v0.1.12;Cpdb_v4.1
NRTN	GFRA1_RET	Q99748	COMPLEX:P07949_P56159	Liana_v0.1.12
RARRES2	CCRL2	Q99969	O00421	Liana_v0.1.12;Cpdb_v4.1
RARRES2	CMKLR1	Q99969	Q99788	Liana_v0.1.12;Cpdb_v4.1
MYOC	FZD7	Q99972	O75084	Liana_v0.1.12
MYOC	FZD3	Q99972	Q9NPG1	Liana_v0.1.12
MYOC	FZD4	Q99972	Q9ULV1	Liana_v0.1.12
MYOC	FZD10	Q99972	Q9ULW2	Liana_v0.1.12
SEMA3C	NRP1_NRP2_PLXND1	Q99985	COMPLEX:O14786_O60462_Q9Y4D7	Liana_v0.1.12
SEMA3C	NRP1_PLXNA2	Q99985	COMPLEX:O14786_O75051	Liana_v0.1.12
SEMA3C	NRP1_PLXNA3	Q99985	COMPLEX:O14786_P51805	Liana_v0.1.12
SEMA3C	NRP1_PLXNA4	Q99985	COMPLEX:O14786_Q9HCM2	Liana_v0.1.12
SEMA3C	NRP1_PLXNA1	Q99985	COMPLEX:O14786_Q9UIW2	Liana_v0.1.12
SEMA3C	NRP2_PLXNA2	Q99985	COMPLEX:O60462_O75051	Liana_v0.1.12
SEMA3C	NRP2_PLXNA3	Q99985	COMPLEX:O60462_P51805	Liana_v0.1.12
SEMA3C	NRP2_PLXNA4	Q99985	COMPLEX:O60462_Q9HCM2	Liana_v0.1.12
SEMA3C	NRP2_PLXNA1	Q99985	COMPLEX:O60462_Q9UIW2	Liana_v0.1.12
GDF15	RET	Q99988	P07949	Liana_v0.1.12
GDF15	TGFBR2	Q99988	P37173	Liana_v0.1.12
GDF15	GFRAL	Q99988	Q6UXV0	Liana_v0.1.12
SOST	LRP4	Q9BQB4	O75096	Liana_v0.1.12
SOST	LRP5	Q9BQB4	O75197	Liana_v0.1.12
SOST	LRP6	Q9BQB4	O75581	Liana_v0.1.12
SPX	GALR2	Q9BT56	O43603	Liana_v0.1.12
SPX	GALR3	Q9BT56	O60755	Liana_v0.1.12
SPON2	ITGB2	Q9BUD6	P05107	Liana_v0.1.12
SPON2	ITGB1	Q9BUD6	P05556	Liana_v0.1.12
SPON2	ITGA5	Q9BUD6	P08648	Liana_v0.1.12
SPON2	ITGAM	Q9BUD6	P11215	Liana_v0.1.12
SPON2	ITGA4	Q9BUD6	P13612	Liana_v0.1.12
C1QTNF1	AVPR2	Q9BXJ1	P30518	Liana_v0.1.12
RSPO3	LGR5	Q9BXY4	O75473	Liana_v0.1.12;Cpdb_v4.1
RSPO3	LRP6	Q9BXY4	O75581	Liana_v0.1.12
RSPO3	LGR4	Q9BXY4	Q9BXB1	Liana_v0.1.12;Cpdb_v4.1
RSPO3	FZD8	Q9BXY4	Q9H461	Liana_v0.1.12
RSPO3	LGR6	Q9BXY4	Q9HBX8	Liana_v0.1.12;Cpdb_v4.1
ANGPTL4	ITGAV_ITGB3	Q9BY76	COMPLEX:P05106_P06756	Liana_v0.1.12
ANGPTL4	ITGA5_ITGB1	Q9BY76	COMPLEX:P05556_P08648	Liana_v0.1.12
ANGPTL4	SDC3	Q9BY76	O75056	Liana_v0.1.12
ANGPTL4	SDC1	Q9BY76	P18827	Liana_v0.1.12
ANGPTL4	CDH5	Q9BY76	P33151	Liana_v0.1.12
ANGPTL4	SDC2	Q9BY76	P34741	Liana_v0.1.12
ANGPTL4	TIE1	Q9BY76	P35590	Liana_v0.1.12
ANGPTL4	CDH11	Q9BY76	P55287	Liana_v0.1.12
PDGFD	PDGFRA_PDGFRB	Q9GZP0	COMPLEX:P09619_P16234	Liana_v0.1.12;Cpdb_v4.1
WNT10A	FZD9_LRP5	Q9GZT5	COMPLEX:O00144_O75197	Liana_v0.1.12
WNT10A	FZD9_LRP6	Q9GZT5	COMPLEX:O00144_O75581	Liana_v0.1.12
WNT10A	FZD6_LRP5	Q9GZT5	COMPLEX:O60353_O75197	Liana_v0.1.12
WNT10A	FZD6_LRP6	Q9GZT5	COMPLEX:O60353_O75581	Liana_v0.1.12
WNT10A	FZD7_LRP5	Q9GZT5	COMPLEX:O75084_O75197	Liana_v0.1.12
WNT10A	FZD7_LRP6	Q9GZT5	COMPLEX:O75084_O75581	Liana_v0.1.12
WNT10A	FZD5_LRP5	Q9GZT5	COMPLEX:O75197_Q13467	Liana_v0.1.12
WNT10A	FZD2_LRP5	Q9GZT5	COMPLEX:O75197_Q14332	Liana_v0.1.12
WNT10A	FZD8_LRP5	Q9GZT5	COMPLEX:O75197_Q9H461	Liana_v0.1.12
WNT10A	FZD3_LRP5	Q9GZT5	COMPLEX:O75197_Q9NPG1	Liana_v0.1.12
WNT10A	FZD4_LRP5	Q9GZT5	COMPLEX:O75197_Q9ULV1	Liana_v0.1.12
WNT10A	FZD10_LRP5	Q9GZT5	COMPLEX:O75197_Q9ULW2	Liana_v0.1.12
WNT10A	FZD1_LRP5	Q9GZT5	COMPLEX:O75197_Q9UP38	Liana_v0.1.12
WNT10A	FZD5_LRP6	Q9GZT5	COMPLEX:O75581_Q13467	Liana_v0.1.12
WNT10A	FZD2_LRP6	Q9GZT5	COMPLEX:O75581_Q14332	Liana_v0.1.12
WNT10A	FZD8_LRP6	Q9GZT5	COMPLEX:O75581_Q9H461	Liana_v0.1.12
WNT10A	FZD3_LRP6	Q9GZT5	COMPLEX:O75581_Q9NPG1	Liana_v0.1.12
WNT10A	FZD4_LRP6	Q9GZT5	COMPLEX:O75581_Q9ULV1	Liana_v0.1.12
WNT10A	FZD10_LRP6	Q9GZT5	COMPLEX:O75581_Q9ULW2	Liana_v0.1.12
WNT10A	FZD1_LRP6	Q9GZT5	COMPLEX:O75581_Q9UP38	Liana_v0.1.12
FGF23	FGFR1	Q9GZV9	P11362	Liana_v0.1.12
FGF23	FGFR2	Q9GZV9	P21802	Liana_v0.1.12
FGF23	FGFR4	Q9GZV9	P22455	Liana_v0.1.12
FGF23	FGFR3	Q9GZV9	P22607	Liana_v0.1.12
IL22	IL10RB_IL22RA1	Q9GZX6	COMPLEX:Q08334_Q8N6P7	Liana_v0.1.12;Cpdb_v4.1
IL22	IL20RB_IL22RA1	Q9GZX6	COMPLEX:Q6UXL0_Q8N6P7	Liana_v0.1.12
IL22	IL22_IL22RA1	Q9GZX6	COMPLEX:Q8N6P7_Q9GZX6	Liana_v0.1.12
IL22	IL10RA	Q9GZX6	Q13651	Liana_v0.1.12
IL22	IL22RA2	Q9GZX6	Q969J5	Liana_v0.1.12
IL22	IL21R	Q9GZX6	Q9HBE5	Liana_v0.1.12
LACRT	SDC1	Q9GZZ8	P18827	Liana_v0.1.12
WNT8A	FZD9_LRP5	Q9H1J5	COMPLEX:O00144_O75197	Liana_v0.1.12
WNT8A	FZD9_LRP6	Q9H1J5	COMPLEX:O00144_O75581	Liana_v0.1.12
WNT8A	FZD6_LRP5	Q9H1J5	COMPLEX:O60353_O75197	Liana_v0.1.12
WNT8A	FZD6_LRP6	Q9H1J5	COMPLEX:O60353_O75581	Liana_v0.1.12
WNT8A	FZD7_LRP5	Q9H1J5	COMPLEX:O75084_O75197	Liana_v0.1.12
WNT8A	FZD7_LRP6	Q9H1J5	COMPLEX:O75084_O75581	Liana_v0.1.12
WNT8A	FZD5_LRP5	Q9H1J5	COMPLEX:O75197_Q13467	Liana_v0.1.12
WNT8A	FZD2_LRP5	Q9H1J5	COMPLEX:O75197_Q14332	Liana_v0.1.12
WNT8A	FZD8_LRP5	Q9H1J5	COMPLEX:O75197_Q9H461	Liana_v0.1.12
WNT8A	FZD3_LRP5	Q9H1J5	COMPLEX:O75197_Q9NPG1	Liana_v0.1.12
WNT8A	FZD4_LRP5	Q9H1J5	COMPLEX:O75197_Q9ULV1	Liana_v0.1.12
WNT8A	FZD10_LRP5	Q9H1J5	COMPLEX:O75197_Q9ULW2	Liana_v0.1.12
WNT8A	FZD1_LRP5	Q9H1J5	COMPLEX:O75197_Q9UP38	Liana_v0.1.12
WNT8A	FZD5_LRP6	Q9H1J5	COMPLEX:O75581_Q13467	Liana_v0.1.12
WNT8A	FZD2_LRP6	Q9H1J5	COMPLEX:O75581_Q14332	Liana_v0.1.12
WNT8A	FZD8_LRP6	Q9H1J5	COMPLEX:O75581_Q9H461	Liana_v0.1.12
WNT8A	FZD3_LRP6	Q9H1J5	COMPLEX:O75581_Q9NPG1	Liana_v0.1.12
WNT8A	FZD4_LRP6	Q9H1J5	COMPLEX:O75581_Q9ULV1	Liana_v0.1.12
WNT8A	FZD10_LRP6	Q9H1J5	COMPLEX:O75581_Q9ULW2	Liana_v0.1.12
WNT8A	FZD1_LRP6	Q9H1J5	COMPLEX:O75581_Q9UP38	Liana_v0.1.12
WNT5B	FZD9_LRP5	Q9H1J7	COMPLEX:O00144_O75197	Liana_v0.1.12
WNT5B	FZD9_LRP6	Q9H1J7	COMPLEX:O00144_O75581	Liana_v0.1.12
WNT5B	FZD6_LRP5	Q9H1J7	COMPLEX:O60353_O75197	Liana_v0.1.12
WNT5B	FZD6_LRP6	Q9H1J7	COMPLEX:O60353_O75581	Liana_v0.1.12
WNT5B	FZD7_LRP5	Q9H1J7	COMPLEX:O75084_O75197	Liana_v0.1.12
WNT5B	FZD7_LRP6	Q9H1J7	COMPLEX:O75084_O75581	Liana_v0.1.12
WNT5B	FZD5_LRP5	Q9H1J7	COMPLEX:O75197_Q13467	Liana_v0.1.12
WNT5B	FZD2_LRP5	Q9H1J7	COMPLEX:O75197_Q14332	Liana_v0.1.12
WNT5B	FZD8_LRP5	Q9H1J7	COMPLEX:O75197_Q9H461	Liana_v0.1.12
WNT5B	FZD3_LRP5	Q9H1J7	COMPLEX:O75197_Q9NPG1	Liana_v0.1.12
WNT5B	FZD10_LRP5	Q9H1J7	COMPLEX:O75197_Q9ULW2	Liana_v0.1.12
WNT5B	FZD1_LRP5	Q9H1J7	COMPLEX:O75197_Q9UP38	Liana_v0.1.12
WNT5B	FZD5_LRP6	Q9H1J7	COMPLEX:O75581_Q13467	Liana_v0.1.12
WNT5B	FZD2_LRP6	Q9H1J7	COMPLEX:O75581_Q14332	Liana_v0.1.12
WNT5B	FZD8_LRP6	Q9H1J7	COMPLEX:O75581_Q9H461	Liana_v0.1.12
WNT5B	FZD3_LRP6	Q9H1J7	COMPLEX:O75581_Q9NPG1	Liana_v0.1.12
WNT5B	FZD10_LRP6	Q9H1J7	COMPLEX:O75581_Q9ULW2	Liana_v0.1.12
WNT5B	FZD1_LRP6	Q9H1J7	COMPLEX:O75581_Q9UP38	Liana_v0.1.12
WNT5B	FZD4	Q9H1J7	Q9ULV1	Liana_v0.1.12
IL25	IL17RA_IL17RB	Q9H293	COMPLEX:Q96F46_Q9NRM6	Liana_v0.1.12;Cpdb_v4.1
MMRN2	CLEC14A	Q9H8L6	Q86T13	Liana_v0.1.12
MMRN2	CD248	Q9H8L6	Q9HCU0	Liana_v0.1.12
MMRN2	CD93	Q9H8L6	Q9NPY3	Liana_v0.1.12
NTN4	DCC	Q9HB63	P43146	Liana_v0.1.12
NTN4	UNC5A	Q9HB63	Q6ZN44	Liana_v0.1.12
IL21	IL21R_IL2RG	Q9HBE4	COMPLEX:P31785_Q9HBE5	Liana_v0.1.12;Cpdb_v4.1
PROK2	PROKR2	Q9HC23	Q8NFJ6	Liana_v0.1.12;Cpdb_v4.1
PROK2	PROKR1	Q9HC23	Q8TCW9	Liana_v0.1.12;Cpdb_v4.1
CRLF2	CRLF2_IL7R_TSLP	Q9HC73	COMPLEX:P16871_Q969D9_Q9HC73	Liana_v0.1.12
SPON1	APP	Q9HCB6	P05067	Liana_v0.1.12
SPON1	LRP8	Q9HCB6	Q14114	Liana_v0.1.12
NPVF	NPFFR1	Q9HCQ7	Q9GZQ6	Liana_v0.1.12
NPVF	NPFFR2	Q9HCQ7	Q9Y5X5	Liana_v0.1.12
FGF22	FGFR1	Q9HCT0	P11362	Liana_v0.1.12
FGF22	FGFR2	Q9HCT0	P21802	Liana_v0.1.12;Cpdb_v4.1
FGF22	FGFRL1	Q9HCT0	Q8N441	Liana_v0.1.12
RETN	GPR25	Q9HD89	O00155	Liana_v0.1.12
RETN	TLR4	Q9HD89	O00206	Liana_v0.1.12
AMBN	CD63	Q9NP70	P08962	Liana_v0.1.12
FGF20	FGFR1	Q9NP95	P11362	Liana_v0.1.12
FGF20	FGFR2	Q9NP95	P21802	Liana_v0.1.12
FGF20	FGFR4	Q9NP95	P22455	Liana_v0.1.12
FGF20	FGFR3	Q9NP95	P22607	Liana_v0.1.12;Cpdb_v4.1
IL23A	IL12RB2	Q9NPF7	Q99665	Liana_v0.1.12
IL26	IL10RB_IL20RA	Q9NPH9	COMPLEX:Q08334_Q9UHF4	Liana_v0.1.12;Cpdb_v4.1
IL26	IL20RB	Q9NPH9	Q6UXL0	Liana_v0.1.12
GDF3	ACVR1B_ACVR2A_CFC1	Q9NR23	COMPLEX:P0CG37_P27037_P36896	Liana_v0.1.12
GDF3	ACVR1C_ACVR2A_CFC1	Q9NR23	COMPLEX:P0CG37_P27037_Q8NER5	Liana_v0.1.12
GDF3	ACVR1B_ACVR2B_CFC1	Q9NR23	COMPLEX:P0CG37_P36896_Q13705	Liana_v0.1.12
GDF3	ACVR1B_ACVR2A	Q9NR23	COMPLEX:P27037_P36896	Liana_v0.1.12
GDF3	ACVR1C_ACVR2A	Q9NR23	COMPLEX:P27037_Q8NER5	Liana_v0.1.12
GDF3	ACVR1B_ACVR2B	Q9NR23	COMPLEX:P36896_Q13705	Liana_v0.1.12;Cpdb_v4.1
GDF3	ACVR1C_ACVR2B	Q9NR23	COMPLEX:Q13705_Q8NER5	Liana_v0.1.12
CCL28	ADRA2A	Q9NRJ3	P08913	Liana_v0.1.12
CCL28	CCR10	Q9NRJ3	P46092	Liana_v0.1.12;Cpdb_v4.1
CCL28	MTNR1A	Q9NRJ3	P48039	Liana_v0.1.12
CCL28	CCR3	Q9NRJ3	P51677	Liana_v0.1.12
CCL28	GRM7	Q9NRJ3	Q14831	Liana_v0.1.12
ENAM	CD63	Q9NRM1	P08962	Liana_v0.1.12
CYTL1	CCR2	Q9NRR1	P41597	Liana_v0.1.12
LTBP3	ITGB5	Q9NS15	P18084	Liana_v0.1.12
SEMA3G	NRP2_PLXNA2	Q9NS98	COMPLEX:O60462_O75051	Liana_v0.1.12
SEMA3G	NRP2_PLXNA3	Q9NS98	COMPLEX:O60462_P51805	Liana_v0.1.12
SEMA3G	NRP2_PLXNA4	Q9NS98	COMPLEX:O60462_Q9HCM2	Liana_v0.1.12
SEMA3G	NRP2_PLXNA1	Q9NS98	COMPLEX:O60462_Q9UIW2	Liana_v0.1.12
FGF21	FGFR1	Q9NSA1	P11362	Liana_v0.1.12
FGF21	FGFR2	Q9NSA1	P21802	Liana_v0.1.12
FGF21	FGFR4	Q9NSA1	P22455	Liana_v0.1.12
FGF21	FGFR3	Q9NSA1	P22607	Liana_v0.1.12
FGF21	KLB	Q9NSA1	Q86Z14	Liana_v0.1.12
OBP2A	OR1G1	Q9NY56	P47890	Liana_v0.1.12
IL20	IL20RB_IL22RA1	Q9NYY1	COMPLEX:Q6UXL0_Q8N6P7	Liana_v0.1.12;Cpdb_v4.1
IL20	IL20RA_IL20RB	Q9NYY1	COMPLEX:Q6UXL0_Q9UHF4	Liana_v0.1.12;Cpdb_v4.1
IL37	IL18R1_IL18RAP	Q9NZH6	COMPLEX:O95256_Q13478	Liana_v0.1.12
IL37	IL18R1_SIGIRR	Q9NZH6	COMPLEX:Q13478_Q6IA17	Liana_v0.1.12;Cpdb_v4.1
IL37	IL1RAPL1	Q9NZH6	Q9NZN1	Liana_v0.1.12
IL36B	IL1RAP_IL1RL2	Q9NZH7	COMPLEX:Q9HB29_Q9NPH3	Liana_v0.1.12;Cpdb_v4.1
IL36G	IL1RAP_IL1RL2	Q9NZH8	COMPLEX:Q9HB29_Q9NPH3	Liana_v0.1.12;Cpdb_v4.1
IL17C	IL17RA_IL17RE	Q9P0M4	COMPLEX:Q8NFR9_Q96F46	Liana_v0.1.12;Cpdb_v4.1
IFNK	IFNAR1_IFNAR2	Q9P0W0	COMPLEX:P17181_P48551	Liana_v0.1.12;Cpdb_v4.1
COL20A1	ITGA10_ITGB1	Q9P218	COMPLEX:O75578_P05556	Liana_v0.1.12
COL20A1	ITGA2_ITGB1	Q9P218	COMPLEX:P05556_P17301	Liana_v0.1.12
COL20A1	ITGA1_ITGB1	Q9P218	COMPLEX:P05556_P56199	Liana_v0.1.12
COL20A1	ITGA11_ITGB1	Q9P218	COMPLEX:P05556_Q9UKX5	Liana_v0.1.12
CNTN3	PTPRG	Q9P232	P23470	Liana_v0.1.12
GALP	GALR2	Q9UBC7	O43603	Liana_v0.1.12;Cpdb_v4.1
GALP	GALR3	Q9UBC7	O60755	Liana_v0.1.12;Cpdb_v4.1
GALP	GALR1	Q9UBC7	P47211	Liana_v0.1.12;Cpdb_v4.1
XCL2	XCR1	Q9UBD3	P46094	Liana_v0.1.12;Cpdb_v4.1
CLCF1	CNTFR_IL6ST_LIFR	Q9UBD9	COMPLEX:P26992_P40189_P42702	Liana_v0.1.12;Cpdb_v4.1
CLCF1	CRLF1	Q9UBD9	O75462	Liana_v0.1.12
IL36RN	IL1RAP_IL1RL2	Q9UBH0	COMPLEX:Q9HB29_Q9NPH3	Liana_v0.1.12;Cpdb_v4.1
DKK3	KREMEN1	Q9UBP4	Q96MU8	Liana_v0.1.12
DKK4	LRP5	Q9UBT3	O75197	Liana_v0.1.12
DKK4	LRP6	Q9UBT3	O75581	Liana_v0.1.12
DKK4	KREMEN2	Q9UBT3	Q8NCW0	Liana_v0.1.12
DKK4	KREMEN1	Q9UBT3	Q96MU8	Liana_v0.1.12
DKK2	LRP5	Q9UBU2	O75197	Liana_v0.1.12
DKK2	LRP6	Q9UBU2	O75581	Liana_v0.1.12;Cpdb_v4.1
DKK2	KREMEN2	Q9UBU2	Q8NCW0	Liana_v0.1.12
DKK2	KREMEN1	Q9UBU2	Q96MU8	Liana_v0.1.12
GHRL	MLNR	Q9UBU3	O43193	Liana_v0.1.12
GHRL	GPR39	Q9UBU3	O43194	Liana_v0.1.12;Cpdb_v4.1
GHRL	TBXA2R	Q9UBU3	P21731	Liana_v0.1.12
GHRL	PTGER3	Q9UBU3	P43115	Liana_v0.1.12
GHRL	PTGIR	Q9UBU3	P43119	Liana_v0.1.12
GHRL	GHRHR	Q9UBU3	Q02643	Liana_v0.1.12;Cpdb_v4.1
GHRL	GHSR	Q9UBU3	Q92847	Liana_v0.1.12;Cpdb_v4.1
WNT16	FZD9_LRP5	Q9UBV4	COMPLEX:O00144_O75197	Liana_v0.1.12
WNT16	FZD9_LRP6	Q9UBV4	COMPLEX:O00144_O75581	Liana_v0.1.12
WNT16	FZD6_LRP5	Q9UBV4	COMPLEX:O60353_O75197	Liana_v0.1.12
WNT16	FZD6_LRP6	Q9UBV4	COMPLEX:O60353_O75581	Liana_v0.1.12
WNT16	FZD7_LRP5	Q9UBV4	COMPLEX:O75084_O75197	Liana_v0.1.12
WNT16	FZD7_LRP6	Q9UBV4	COMPLEX:O75084_O75581	Liana_v0.1.12
WNT16	FZD5_LRP5	Q9UBV4	COMPLEX:O75197_Q13467	Liana_v0.1.12
WNT16	FZD2_LRP5	Q9UBV4	COMPLEX:O75197_Q14332	Liana_v0.1.12
WNT16	FZD8_LRP5	Q9UBV4	COMPLEX:O75197_Q9H461	Liana_v0.1.12
WNT16	FZD3_LRP5	Q9UBV4	COMPLEX:O75197_Q9NPG1	Liana_v0.1.12
WNT16	FZD4_LRP5	Q9UBV4	COMPLEX:O75197_Q9ULV1	Liana_v0.1.12
WNT16	FZD10_LRP5	Q9UBV4	COMPLEX:O75197_Q9ULW2	Liana_v0.1.12
WNT16	FZD1_LRP5	Q9UBV4	COMPLEX:O75197_Q9UP38	Liana_v0.1.12
WNT16	FZD5_LRP6	Q9UBV4	COMPLEX:O75581_Q13467	Liana_v0.1.12
WNT16	FZD2_LRP6	Q9UBV4	COMPLEX:O75581_Q14332	Liana_v0.1.12
WNT16	FZD8_LRP6	Q9UBV4	COMPLEX:O75581_Q9H461	Liana_v0.1.12
WNT16	FZD3_LRP6	Q9UBV4	COMPLEX:O75581_Q9NPG1	Liana_v0.1.12
WNT16	FZD4_LRP6	Q9UBV4	COMPLEX:O75581_Q9ULV1	Liana_v0.1.12
WNT16	FZD10_LRP6	Q9UBV4	COMPLEX:O75581_Q9ULW2	Liana_v0.1.12
WNT16	FZD1_LRP6	Q9UBV4	COMPLEX:O75581_Q9UP38	Liana_v0.1.12
IL36A	IL1RAP_IL1RL2	Q9UHA7	COMPLEX:Q9HB29_Q9NPH3	Liana_v0.1.12;Cpdb_v4.1
IL19	IL20RA_IL20RB	Q9UHD0	COMPLEX:Q6UXL0_Q9UHF4	Liana_v0.1.12;Cpdb_v4.1
TAC3	TACR2	Q9UHF0	P21452	Liana_v0.1.12;Cpdb_v4.1
IL17B	IL17RB	Q9UHF5	Q9NRM6	Liana_v0.1.12
PCSK1N	GPR171	Q9UHG2	O14626	Liana_v0.1.12
GDF2	ACVR2A_ACVRL1	Q9UK05	COMPLEX:P27037_P37023	Liana_v0.1.12;Cpdb_v4.1
GDF2	ACVR2B_ACVRL1	Q9UK05	COMPLEX:P37023_Q13705	Liana_v0.1.12
GDF2	ACVRL1_BMPR2	Q9UK05	COMPLEX:P37023_Q13873	Liana_v0.1.12;Cpdb_v4.1
GDF2	ACVR1	Q9UK05	Q04771	Liana_v0.1.12
ANGPTL2	ITGA5_ITGB1	Q9UKU9	COMPLEX:P05556_P08648	Liana_v0.1.12
ANGPTL2	TLR4	Q9UKU9	O00206	Liana_v0.1.12
ANGPTL2	LILRB3	Q9UKU9	O75022	Liana_v0.1.12
ANGPTL2	TIE1	Q9UKU9	P35590	Liana_v0.1.12
ANGPTL2	LILRB2	Q9UKU9	Q8N423	Liana_v0.1.12
APLN	ADRA2A	Q9ULZ1	P08913	Liana_v0.1.12
APLN	APLNR	Q9ULZ1	P35414	Liana_v0.1.12;Cpdb_v4.1
APLN	MTNR1A	Q9ULZ1	P48039	Liana_v0.1.12
APLN	GRM7	Q9ULZ1	Q14831	Liana_v0.1.12
COL17A1	ITGA10_ITGB1	Q9UMD9	COMPLEX:O75578_P05556	Liana_v0.1.12
COL17A1	ITGA2_ITGB1	Q9UMD9	COMPLEX:P05556_P17301	Liana_v0.1.12
COL17A1	ITGA1_ITGB1	Q9UMD9	COMPLEX:P05556_P56199	Liana_v0.1.12
COL17A1	ITGA11_ITGB1	Q9UMD9	COMPLEX:P05556_Q9UKX5	Liana_v0.1.12
CLEC11A	ITGA10	Q9Y240	O75578	Liana_v0.1.12
CLEC11A	ITGB1	Q9Y240	P05556	Liana_v0.1.12
CLEC11A	ITGA11	Q9Y240	Q9UKX5	Liana_v0.1.12
CCL26	CCR1	Q9Y258	P32246	Liana_v0.1.12;Cpdb_v4.1
CCL26	CCR2	Q9Y258	P41597	Liana_v0.1.12;Cpdb_v4.1
CCL26	CX3CR1	Q9Y258	P49238	Liana_v0.1.12
CCL26	CCR3	Q9Y258	P51677	Liana_v0.1.12;Cpdb_v4.1
CCL26	CCR5	Q9Y258	P51681	Liana_v0.1.12
ANGPT4	TIE1	Q9Y264	P35590	Liana_v0.1.12
ANGPT4	TEK	Q9Y264	Q02763	Liana_v0.1.12;Cpdb_v4.1
CCL27	ADRA2A	Q9Y4X3	P08913	Liana_v0.1.12
CCL27	CCR2	Q9Y4X3	P41597	Liana_v0.1.12
CCL27	CCR10	Q9Y4X3	P46092	Liana_v0.1.12;Cpdb_v4.1
CCL27	MTNR1A	Q9Y4X3	P48039	Liana_v0.1.12
