"source" "target" "source_genesymbol" "target_genesymbol" "category_intercell_source" "database_intercell_source" "category_intercell_target" "database_intercell_target" "sources" "references"
"2540" "P42830" "Q16570" "CXCL5" "ACKR1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellChatDB:26740381;Cellinker:13679391;Cellinker:26740381;HPRD:13679391;LRdb:10699158;LRdb:13679391;connectomeDB2020:13679391"
"2541" "P47992" "P46094" "XCL1" "XCR1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:11446740;Baccin2019:9632725;CellPhoneDB:24218476;Cellinker:11446740;Cellinker:19556286;Cellinker:9632725;Guide2Pharma:25497737;HPMR:9632725;HPRD:11446740;HPRD:9632725;ICELLNET:22633458;InnateDB:9632725;LRdb:10699158;SIGNOR:10518929;connectomeDB2020:11446740;connectomeDB2020:9632725;scConnect:25497737"
"2542" "P47992" "Q8WXG9" "XCL1" "ADGRV1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "CellPhoneDB;CellTalkDB" "CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB" "CellTalkDB:32103204"
"2543" "P48061" "P01730" "CXCL12" "CD4" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:10600606;Cellinker:10600606;HPRD:10600606;LRdb:10600606;connectomeDB2020:10600606"
"2544" "P48061" "P05106" "CXCL12" "ITGB3" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "connectomeDB2020" "connectomeDB2020:29301984"
"2545" "P48061" "P05556" "CXCL12" "ITGB1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:18448868;Cellinker:18448868;LRdb:18448868;Ramilowski2015:18448868;connectomeDB2020:18448868;talklr:18448868"
"2546" "P48061" "P06756" "CXCL12" "ITGAV" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "connectomeDB2020" "connectomeDB2020:29301984"
"2547" "P48061" "P08648" "CXCL12" "ITGA5" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "connectomeDB2020" "connectomeDB2020:29301984"
"2548" "P48061" "P08913" "CXCL12" "ADRA2A" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2549" "P48061" "P13612" "CXCL12" "ITGA4" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "connectomeDB2020" "connectomeDB2020:29301984"
"2550" "P48061" "P25106" "CXCL12" "ACKR3" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;ICELLNET;KEGG-MEDICUS;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:16107333;CellTalkDB:16107333;Cellinker:16107333;Cellinker:20956518;Cellinker:23396314;Guide2Pharma:20956518;Guide2Pharma:23396314;HPMR:16107333;ICELLNET:20161793;ICELLNET:22633458;ICELLNET:24218476;LRdb:16107333;LRdb:20956518;LRdb:23396314;SIGNOR:16107333;connectomeDB2020:16107333;connectomeDB2020:20956518;connectomeDB2020:23396314;scConnect:20956518;scConnect:23396314"
"2551" "P48061" "P37288" "CXCL12" "AVPR1A" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB" "CellTalkDB:29386406"
"2552" "P48061" "P48039" "CXCL12" "MTNR1A" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2553" "P48061" "P49682" "CXCL12" "CXCR3" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellCall;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Cellinker:9660793;Guide2Pharma:9660793;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793"
"2554" "P48061" "P51679" "CXCL12" "CCR4" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr" "CellTalkDB:32196115"
"2555" "P48061" "P61073" "CXCL12" "CXCR4" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;BioGRID;CellCall;CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;KEGG-MEDICUS;Kirouac2010;LRdb;ProtMapper;REACH_ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Sparser_ProtMapper;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:10233851;Baccin2019:12714578;Baccin2019:8752280;Baccin2019:8752281;Baccin2019:9551924;Baccin2019:9712844;BioGRID:21757744;BioGRID:25495026;CellPhoneDB:24218476;Cellinker:10233851;Cellinker:12714578;Cellinker:18448868;Cellinker:8752280;Cellinker:8752281;Cellinker:9551924;Cellinker:9712844;Guide2Pharma:16626895;Guide2Pharma:18648536;Guide2Pharma:30476826;Guide2Pharma:9551924;Guide2Pharma:9712844;HPMR:8752280;HPRD:10233851;HPRD:8752281;ICELLNET:22633458;InnateDB:16725153;InnateDB:19837984;LRdb:10699158;ProtMapper:24023874;ProtMapper:26582643;SIGNOR:11859124;connectomeDB2020:10233851;connectomeDB2020:12714578;connectomeDB2020:8752280;connectomeDB2020:8752281;connectomeDB2020:9551924;connectomeDB2020:9712844;scConnect:16626895;scConnect:18648536;scConnect:30476826;scConnect:9551924;scConnect:9712844"
"2556" "P48061" "Q14831" "CXCL12" "GRM7" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2557" "P48645" "P08913" "NMU" "ADRA2A" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2558" "P48645" "P48039" "NMU" "MTNR1A" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2559" "P48645" "Q14831" "NMU" "GRM7" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2560" "P48645" "Q9GZQ4" "NMU" "NMUR2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:10887190;Baccin2019:10894543;Baccin2019:10899166;Baccin2019:15292653;Baccin2019:15331768;BioGRID:10887190;CellTalkDB:10894543;Cellinker:10887190;Cellinker:10894543;Cellinker:10899166;Cellinker:15292653;Cellinker:15331768;Guide2Pharma:10894543;Guide2Pharma:10899166;Guide2Pharma:15292653;Guide2Pharma:15331768;HPMR:10894543;HPRD:10887190;HPRD:10894543;HPRD:10899166;LRdb:10887190;LRdb:10894543;LRdb:10899166;LRdb:15292653;LRdb:15331768;connectomeDB2020:10887190;connectomeDB2020:10894543;connectomeDB2020:10899166;connectomeDB2020:15292653;connectomeDB2020:15331768;scConnect:10894543;scConnect:10899166;scConnect:15292653;scConnect:15331768"
"2561" "P48645" "Q9HB89" "NMU" "NMUR1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:10811630;Baccin2019:10894543;Baccin2019:10899166;Baccin2019:15292653;Baccin2019:15331768;CellTalkDB:10894543;Cellinker:10811630;Cellinker:10894543;Cellinker:10899166;Cellinker:15292653;Cellinker:15331768;Guide2Pharma:10894543;Guide2Pharma:10899166;Guide2Pharma:15292653;Guide2Pharma:15331768;HPMR:10894543;HPRD:10811630;LRdb:10811630;LRdb:10894543;LRdb:10899166;LRdb:15292653;LRdb:15331768;connectomeDB2020:10811630;connectomeDB2020:10894543;connectomeDB2020:10899166;connectomeDB2020:15292653;connectomeDB2020:15331768;scConnect:10894543;scConnect:10899166;scConnect:15292653;scConnect:15331768"
"2562" "P48745" "P46531" "CCN3" "NOTCH1" "ligand" "connectomeDB2020;CellPhoneDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SignaLink3;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:1590625312050160;CellTalkDB:15906253;Cellinker:12050162;Cellinker:15906253;HPRD:12050162;LRdb:12;LRdb:15906253;NetPath:12050162;SignaLink3:12050162;SignaLink3:23331499;connectomeDB2020:12050162;connectomeDB2020:15906253"
"2563" "P48745" "Q9UIW2" "CCN3" "PLXNA1" "ligand" "connectomeDB2020;CellPhoneDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"2564" "P49763" "COMPLEX:P17948_P35968" "PGF" "FLT1_KDR" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellPhoneDB;ICELLNET" "ICELLNET:22828632;ICELLNET:8806634"
"2565" "P49763" "O14786" "PGF" "NRP1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:1198631111986310;CellTalkDB:11986311;Cellinker:11986311;HPRD:11986311;ICELLNET:9712843;LRdb:11986311;connectomeDB2020:11986311"
"2566" "P49763" "O60462" "PGF" "NRP2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr" "CellTalkDB:10748121;Cellinker:10748121;HPRD:10748121;ICELLNET:12613545;LRdb:10748121;connectomeDB2020:10748121"
"2567" "P49765" "COMPLEX:P17948_P35968" "VEGFB" "FLT1_KDR" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellPhoneDB;ICELLNET" "ICELLNET:22828632;ICELLNET:8806634"
"2568" "P49765" "O14786" "VEGFB" "NRP1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;connectomeDB2020;iTALK;talklr" "Baccin2019:40967710409677;CellTalkDB:10409677;Cellinker:10409677;Cellinker:409677;HPRD:10409677;ICELLNET:11181169;LRdb:1041;LRdb:409677;connectomeDB2020:10409677;connectomeDB2020:409677"
"2569" "P49765" "P07550" "VEGFB" "ADRB2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellPhoneDB;InnateDB-All_CellPhoneDB" ""
"2570" "P49765" "P07949" "VEGFB" "RET" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"2571" "P49767" "COMPLEX:P35916_P35968" "VEGFC" "FLT4_KDR" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellChatDB" "CellChatDB:16633338"
"2572" "P49767" "O60462" "VEGFC" "NRP2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "Baccin2019;CellTalkDB;Cellinker;ELM;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr" "Baccin2019:8612600;CellTalkDB:8612600;Cellinker:8612600;ELM:25752543;ICELLNET:16621967;LRdb:8612600;SIGNOR:16816121;connectomeDB2020:8612600"
"2573" "P49767" "P05556" "VEGFC" "ITGB1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:15590642"
"2574" "P49767" "P17948" "VEGFC" "FLT1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "CellCall;CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr" "CellTalkDB:32196115"
"2575" "P49767" "P41587" "VEGFC" "VIPR2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr" "Cellinker:12881528;HPMR:12881528;LRdb:12881528;connectomeDB2020:12881528"
"2576" "P49767" "Q13797" "VEGFC" "ITGA9" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:15590642"
"2577" "P49767" "Q9Y5Y7" "VEGFC" "LYVE1" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr" "CellTalkDB:32196115"
"2578" "P51460" "O60895" "INSL3" "RAMP2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2579" "P51460" "O60896" "INSL3" "RAMP3" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;ICELLNET;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2580" "P51460" "P07550" "INSL3" "ADRB2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2581" "P51460" "P13945" "INSL3" "ADRB3" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2582" "P51460" "P16473" "INSL3" "TSHR" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2583" "P51460" "P32241" "INSL3" "VIPR1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2584" "P51460" "P41586" "INSL3" "ADCYAP1R1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2585" "P51460" "Q03431" "INSL3" "PTH1R" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2586" "P51460" "Q8TDU9" "INSL3" "RXFP4" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellChatDB" ""
"2587" "P51460" "Q8WXD0" "INSL3" "RXFP2" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:12114498;Baccin2019:15649866;Baccin2019:20560146;CellTalkDB:12114498;Cellinker:12114498;Cellinker:15649866;Cellinker:20560146;Cellinker:22973049;Cellinker:25761609;Guide2Pharma:15649866;Guide2Pharma:18434306;HPMR:12114498;HPRD:12114498;HPRD:15649866;LRdb:12114498;LRdb:15649866;LRdb:20560146;connectomeDB2020:12114498;connectomeDB2020:15649866;connectomeDB2020:20560146;scConnect:15649866;scConnect:18434306"
"2588" "P51460" "Q99678" "INSL3" "GPR20" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2589" "P51460" "Q9HBX9" "INSL3" "RXFP1" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Guide2Pharma_CellPhoneDB;scConnect" "CellTalkDB:32103204;Cellinker:25761609;scConnect:23303914"
"2590" "P51460" "Q9NQS5" "INSL3" "GPR84" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "CellTalkDB" "CellTalkDB;LRdb;Reactome_LRdb" "CellTalkDB:32196115"
"2591" "P51460" "Q9NSD7" "INSL3" "RXFP3" "ligand" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB" "CellChatDB" ""
"2592" "P51671" "P41597" "CCL11" "CCR2" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:11264152;Baccin2019:12149192;Baccin2019:12554737;Baccin2019:15207250;Baccin2019:9115216;Baccin2019:9195948;Baccin2019:9276730;CellTalkDB:12554737;Cellinker:11264152;Cellinker:12554737;Cellinker:15207250;Guide2Pharma:12554737;Guide2Pharma:15207250;HPRD:11264152;ICELLNET:22633458;InnateDB:11264152;LRdb:11264152;LRdb:12554737;LRdb:15207250;connectomeDB2020:11264152;connectomeDB2020:12554737;connectomeDB2020:15207250;scConnect:12554737;scConnect:15207250"
"2593" "P51671" "P49682" "CCL11" "CXCR3" "ligand" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "receptor" "connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB" "Baccin2019;CellCall;CellTalkDB;Cellinker;DIP;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr" "Baccin2019:96607939660793;CellTalkDB:9660793;Cellinker:9660793;DIP:9660793;Guide2Pharma:9660793;ICELLNET:22633458;LRdb:9660793;connectomeDB2020:9660793;scConnect:9660793"
